Course Number,Fee,
MEPS650,$100.00,
MEPS654,$100.00,
MEPS655,$200.00,
MEPS673,$30.00,
MEPS676,$30.00,
MEPS677,$30.00,
MEPS681,$10.00,
MEPS685,$30.00,
MEPS689,$50.00,
SCSC101,$10.00,
SCSC105,$25.00,
SCSC201,$10.00,
SCSC205,$70.00,
SCSC301,$68.00,
SCSC301,$1.00,
SCSC302,$8.00,
SCSC302,$41.00,
SCSC302,$41.00,
SCSC303,$100.00,
SCSC303,$2.00,
SCSC304,$10.00,
SCSC306,$25.00,
SCSC307,$100.00,
SCSC308,$15.00,
SCSC309,$88.00,
SCSC310,$60.00,
SCSC310,$23.00,
SCSC311,$25.00,
SCSC312,$25.00,
SCSC314,$25.00,
SCSC330,$10.00,
SCSC401,$60.00,
SCSC405,$100.00,
SCSC410,$10.00,
SCSC417,$10.00,
SCSC420,$20.00,
SCSC421,$20.00,
SCSC422,$8.00,
SCSC423,$20.00,
SCSC425,$7.50,
SCSC427,$150.00,
SCSC428,$100.00,
SCSC429,$100.00,
SCSC429,$12.00,
SCSC430,$100.00,
SCSC432,$100.00,
SCSC435,$20.00,
SCSC444,$10.00,
SCSC445,$100.00,
SCSC446,$25.00,
SCSC450,$20.00,
SCSC452,$100.00,
SCSC455,$65.00,
SCSC455,$8.00,
SCSC458,$80.00,
SCSC460,$40.00,
SCSC461,$40.00,
SCSC481,$10.00,
SCSC603,$200.00,
SCSC605,$25.00,
SCSC606,$15.00,
SCSC607,$50.00,
SCSC608,$15.00,
SCSC609,$10.00,
SCSC610,$25.00,
SCSC611,$85.00,
SCSC612,$70.00,
SCSC612,$41.00,
SCSC612,$41.00,
SCSC613,$10.00,
SCSC614,$20.00,
SCSC615,$100.00,
SCSC615,$8.00,
SCSC616,$20.00,
SCSC616,$15.00,
SCSC617,$40.00,
SCSC618,$100.00,
SCSC619,$150.00,
SCSC620,$20.00,
SCSC621,$20.00,
SCSC623,$20.00,
SCSC624,$100.00,
SCSC625,$20.00,
SCSC626,$200.00,
SCSC626,$3.00,
SCSC627,$30.00,
SCSC630,$70.00,
SCSC637,$100.00,
SCSC641,$20.00,
SCSC642,$20.00,
SCSC643,$20.00,
SCSC645,$20.00,
SCSC646,$50.00,
SCSC650,$100.00,
SCSC651,$75.00,
SCSC654,$100.00,
SCSC655,$200.00,
SCSC657,$50.00,
SCSC657,$8.00,
SCSC658,$50.00,
SCSC660,$50.00,
SCSC663,$50.00,
SCSC681,$10.00,
SCSC684,$60.00,
SCSC685,$60.00,
SCSC689,$41.00,
SCSC689,$41.00,
SCSC689,$10.00,
SCSC689,$10.00,
SCSC689,$10.00,
SCSC689,$20.00,
SCSC689,$10.00,
RENR664,$10.00,
WFSC101,$40.00,
WFSC300,$100.00,
WFSC301,$10.00,
WFSC302,$147.00,
WFSC302,$0.00,
WFSC303,$15.00,
WFSC304,$120.00,
WFSC304,$0.00,
WFSC311,$154.00,
WFSC311,$0.00,
WFSC315,$147.00,
WFSC315,$0.00,
WFSC316,$70.00,
WFSC335,$123.00,
WFSC401,$137.00,
WFSC401,$10.00,
WFSC402,$147.00,
WFSC402,$0.00,
WFSC403,$97.00,
WFSC405,$150.00,
WFSC406,$30.00,
WFSC407,$97.00,
WFSC407,$0.00,
WFSC407,$100.00,
WFSC407,$400.00,
WFSC408,$112.00,
WFSC408,$0.00,
WFSC409,$72.00,
WFSC410,$97.00,
WFSC410,$50.00,
WFSC414,$150.00,
WFSC414,$0.00,
WFSC416,$59.00,
WFSC417,$142.00,
WFSC417,$71.00,
WFSC417,$71.00,
WFSC418,$10.00,
WFSC419,$20.00,
WFSC420,$100.00,
WFSC420,$71.00,
WFSC420,$71.00,
WFSC421,$30.00,
WFSC421,$0.00,
WFSC422,$21.00,
WFSC422,$71.00,
WFSC422,$71.00,
WFSC422,$50.00,
WFSC423,$130.00,
WFSC423,$0.00,
WFSC425,$20.00,
WFSC425,$0.00,
WFSC426,$22.00,
WFSC426,$0.00,
WFSC427,$155.00,
WFSC427,$0.00,
WFSC428,$93.00,
WFSC428,$0.00,
WFSC450,$80.00,
WFSC451,$51.00,
WFSC489,$0.00,
WFSC489,$0.00,
WFSC489,$10.00,
WFSC489,$20.00,
WFSC601,$50.00,
WFSC602,$70.00,
WFSC603,$75.00,
WFSC604,$30.00,
WFSC604,$71.00,
WFSC604,$71.00,
WFSC606,$147.00,
WFSC606,$0.00,
WFSC607,$50.00,
WFSC608,$12.00,
WFSC609,$50.00,
WFSC610,$20.00,
WFSC611,$10.00,
WFSC612,$10.00,
WFSC613,$126.00,
WFSC613,$71.00,
WFSC613,$71.00,
WFSC615,$60.00,
WFSC616,$64.00,
WFSC616,$71.00,
WFSC616,$71.00,
WFSC617,$142.00,
WFSC617,$71.00,
WFSC617,$71.00,
WFSC618,$25.00,
WFSC618,$71.00,
WFSC618,$71.00,
WFSC619,$25.00,
WFSC620,$120.00,
WFSC620,$0.00,
WFSC621,$46.00,
WFSC621,$0.00,
WFSC622,$10.00,
WFSC622,$71.00,
WFSC622,$71.00,
WFSC623,$135.00,
WFSC623,$0.00,
WFSC624,$20.00,
WFSC628,$12.00,
WFSC630,$110.00,
WFSC630,$71.00,
WFSC630,$71.00,
WFSC632,$71.00,
WFSC632,$71.00,
WFSC635,$110.00,
WFSC636,$30.00,
WFSC636,$71.00,
WFSC636,$71.00,
WFSC638,$112.00,
WFSC638,$0.00,
WFSC639,$10.00,
WFSC640,$10.00,
WFSC642,$97.00,
WFSC642,$400.00,
WFSC647,$22.00,
WFSC647,$71.00,
WFSC647,$71.00,
WFSC670,$27.00,
WFSC681,$71.00,
WFSC681,$71.00,
WFSC689,$0.00,
WFSC689,$71.00,
WFSC689,$71.00,
WFSC689,$15.00,
WFSC689,$15.00,
WFSC689,$15.00,
WFSC689,$15.00,
WFSC689,$15.00,
WFSC689,$15.00,
WFSC689,$20.00,
WFSC689,$15.00,
WFSC689,$97.00,
WFSC689,$50.00,
WFSC689,$97.00,
WFSC689,$400.00,
WFSC690,$10.00,
UGST182,$1845.00,
UGST182,$1845.00,
ARCH205,$108.00,
ARCH206,$108.00,
ARCH207,$108.00,
ARCH212,$108.00,
ARCH216,$108.00,
ARCH248,$108.00,
ARCH249,$108.00,
ARCH250,$108.00,
ARCH291,$108.00,
ARCH305,$108.00,
ARCH310,$108.00,
ARCH312,$108.00,
ARCH317,$108.00,
ARCH327,$108.00,
ARCH329,$108.00,
ARCH330,$108.00,
ARCH331,$108.00,
ARCH334,$108.00,
ARCH335,$108.00,
ARCH345,$108.00,
ARCH350,$108.00,
ARCH390,$108.00,
ARCH401,$108.00,
ARCH405,$108.00,
ARCH406,$108.00,
ARCH407,$108.00,
ARCH408,$108.00,
ARCH421,$108.00,
ARCH430,$108.00,
ARCH431,$108.00,
ARCH432,$108.00,
ARCH433,$108.00,
ARCH434,$108.00,
ARCH435,$108.00,
ARCH436,$108.00,
ARCH437,$108.00,
ARCH439,$108.00,
ARCH440,$108.00,
ARCH441,$108.00,
ARCH442,$108.00,
ARCH446,$108.00,
ARCH451,$108.00,
ARCH452,$108.00,
ARCH457,$108.00,
ARCH458,$108.00,
ARCH463,$108.00,
ARCH485,$108.00,
ARCH489,$108.00,
ARCH491,$108.00,
ARCH600,$108.00,
ARCH601,$108.00,
ARCH602,$108.00,
ARCH603,$108.00,
ARCH605,$108.00,
ARCH606,$10.00,
ARCH606,$108.00,
ARCH607,$10.00,
ARCH607,$108.00,
ARCH610,$10.00,
ARCH610,$108.00,
ARCH612,$108.00,
ARCH614,$108.00,
ARCH615,$108.00,
ARCH619,$108.00,
ARCH621,$108.00,
ARCH622,$108.00,
ARCH623,$108.00,
ARCH624,$108.00,
ARCH625,$108.00,
ARCH626,$108.00,
ARCH628,$108.00,
ARCH631,$108.00,
ARCH633,$108.00,
ARCH634,$108.00,
ARCH638,$108.00,
ARCH639,$108.00,
ARCH640,$108.00,
ARCH642,$108.00,
ARCH643,$10.00,
ARCH643,$108.00,
ARCH644,$108.00,
ARCH646,$108.00,
ARCH647,$108.00,
ARCH648,$108.00,
ARCH649,$108.00,
ARCH651,$108.00,
ARCH652,$108.00,
ARCH653,$108.00,
ARCH657,$108.00,
ARCH660,$108.00,
ARCH663,$10.00,
ARCH663,$108.00,
ARCH669,$108.00,
ARCH674,$108.00,
ARCH675,$108.00,
ARCH676,$108.00,
ARCH677,$108.00,
ARCH681,$108.00,
ARCH685,$108.00,
ARCH689,$108.00,
ARCH690,$108.00,
ARCH691,$108.00,
ARCH693,$108.00,
CARC489,$108.00,
ENDS101,$108.00,
ENDS102,$108.00,
ENDS103,$108.00,
ENDS105,$108.00,
ENDS106,$108.00,
ENDS112,$108.00,
ENDS115,$10.00,
ENDS115,$108.00,
ENDS116,$108.00,
ENDS170,$108.00,
ENDS260,$108.00,
ENDS311,$10.00,
ENDS311,$108.00,
ENDS312,$10.00,
ENDS312,$108.00,
ENDS353,$108.00,
ENDS370,$108.00,
ENDS372,$108.00,
ENDS374,$108.00,
ENDS470,$108.00,
ENDS474,$108.00,
ENDS481,$108.00,
ENDS485,$108.00,
ENDS489,$108.00,
ENDS491,$108.00,
CARC291,$108.00,
CARC300,$108.00,
CARC301,$108.00,
CARC311,$108.00,
CARC321,$108.00,
CARC331,$108.00,
CARC335,$108.00,
CARC400,$108.00,
CARC481,$108.00,
CARC485,$108.00,
CARC491,$108.00,
CARC600,$108.00,
CARC601,$108.00,
CARC602,$108.00,
CARC603,$108.00,
CARC604,$108.00,
CARC685,$108.00,
CARC689,$108.00,
CARC698,$108.00,
COSC153,$108.00,
COSC175,$108.00,
COSC253,$108.00,
COSC254,$108.00,
COSC275,$108.00,
COSC285,$108.00,
COSC291,$108.00,
COSC301,$108.00,
COSC321,$108.00,
COSC321,$0.00,
COSC323,$10.00,
COSC323,$108.00,
COSC325,$108.00,
COSC326,$108.00,
COSC351,$108.00,
COSC353,$108.00,
COSC364,$108.00,
COSC375,$108.00,
COSC381,$108.00,
COSC421,$108.00,
COSC422,$108.00,
COSC440,$108.00,
COSC440,$0.00,
COSC441,$108.00,
COSC441,$0.00,
COSC442,$108.00,
COSC442,$0.00,
COSC443,$108.00,
COSC443,$0.00,
COSC444,$108.00,
COSC444,$0.00,
COSC446,$108.00,
COSC446,$0.00,
COSC450,$108.00,
COSC455,$108.00,
COSC461,$108.00,
COSC463,$108.00,
COSC463,$0.00,
COSC464,$108.00,
COSC464,$0.00,
COSC465,$108.00,
COSC466,$108.00,
COSC467,$108.00,
COSC475,$108.00,
COSC477,$108.00,
COSC481,$108.00,
COSC483,$108.00,
COSC485,$108.00,
COSC489,$108.00,
COSC491,$108.00,
COSC601,$108.00,
COSC602,$108.00,
COSC603,$108.00,
COSC606,$108.00,
COSC608,$108.00,
COSC620,$108.00,
COSC621,$108.00,
COSC622,$108.00,
COSC624,$108.00,
COSC627,$108.00,
COSC627,$0.00,
COSC628,$108.00,
COSC628,$0.00,
COSC631,$108.00,
COSC633,$108.00,
COSC641,$108.00,
COSC642,$108.00,
COSC644,$108.00,
COSC648,$108.00,
COSC650,$108.00,
COSC662,$108.00,
COSC663,$108.00,
COSC664,$108.00,
COSC664,$0.00,
COSC665,$108.00,
COSC670,$108.00,
COSC670,$0.00,
COSC672,$108.00,
COSC674,$108.00,
COSC681,$108.00,
COSC685,$108.00,
COSC689,$108.00,
COSC690,$108.00,
COSC691,$108.00,
COSC693,$108.00,
LAND200,$108.00,
LAND200,$0.00,
LAND240,$108.00,
LAND254,$108.00,
LAND255,$108.00,
LAND291,$108.00,
LAND310,$108.00,
LAND318,$10.00,
LAND318,$108.00,
LAND318,$50.00,
LAND319,$10.00,
LAND319,$108.00,
LAND319,$35.00,
LAND320,$10.00,
LAND320,$108.00,
LAND320,$20.00,
LAND321,$10.00,
LAND321,$108.00,
LAND321,$35.00,
LAND329,$108.00,
LAND330,$108.00,
LAND331,$108.00,
LAND331,$30.00,
LAND340,$108.00,
LAND420,$108.00,
LAND421,$10.00,
LAND421,$108.00,
LAND421,$35.00,
LAND442,$108.00,
LAND461,$108.00,
LAND485,$108.00,
LAND489,$108.00,
LAND491,$108.00,
LAND601,$108.00,
LAND601,$50.00,
LAND602,$108.00,
LAND602,$35.00,
LAND603,$108.00,
LAND612,$10.00,
LAND612,$108.00,
LAND614,$10.00,
LAND614,$108.00,
LAND614,$30.00,
LAND620,$10.00,
LAND620,$108.00,
LAND621,$10.00,
LAND621,$108.00,
LAND621,$35.00,
LAND630,$108.00,
LAND632,$108.00,
LAND640,$108.00,
LAND645,$108.00,
LAND645,$18.00,
LAND646,$108.00,
LAND655,$108.00,
LAND661,$108.00,
LAND681,$108.00,
LAND685,$108.00,
LAND689,$108.00,
LAND691,$108.00,
LAND693,$108.00,
LDEV467,$108.00,
LDEV485,$108.00,
LDEV489,$108.00,
LDEV661,$108.00,
LDEV662,$108.00,
LDEV663,$108.00,
LDEV664,$108.00,
LDEV665,$108.00,
LDEV667,$108.00,
LDEV668,$108.00,
LDEV669,$108.00,
LDEV671,$108.00,
LDEV672,$108.00,
LDEV673,$108.00,
LDEV681,$108.00,
LDEV683,$108.00,
LDEV685,$108.00,
LDEV687,$10.00,
LDEV687,$108.00,
LDEV688,$108.00,
LDEV689,$108.00,
LDEV691,$108.00,
LDEV693,$108.00,
PLAN365,$108.00,
PLAN370,$108.00,
PLAN415,$108.00,
PLAN489,$108.00,
PLAN601,$108.00,
PLAN604,$108.00,
PLAN610,$108.00,
PLAN612,$108.00,
PLAN613,$108.00,
PLAN614,$108.00,
PLAN616,$108.00,
PLAN620,$108.00,
PLAN623,$108.00,
PLAN625,$108.00,
PLAN626,$108.00,
PLAN627,$108.00,
PLAN628,$108.00,
PLAN629,$108.00,
PLAN630,$108.00,
PLAN631,$108.00,
PLAN632,$108.00,
PLAN633,$108.00,
PLAN634,$108.00,
PLAN640,$108.00,
PLAN641,$108.00,
PLAN642,$108.00,
PLAN643,$108.00,
PLAN647,$108.00,
PLAN649,$108.00,
PLAN650,$108.00,
PLAN651,$108.00,
PLAN654,$108.00,
PLAN656,$108.00,
PLAN658,$108.00,
PLAN661,$108.00,
PLAN662,$10.00,
PLAN662,$108.00,
PLAN663,$10.00,
PLAN663,$108.00,
PLAN664,$108.00,
PLAN665,$108.00,
PLAN669,$108.00,
PLAN670,$10.00,
PLAN670,$108.00,
PLAN673,$108.00,
PLAN674,$108.00,
PLAN675,$108.00,
PLAN676,$108.00,
PLAN678,$108.00,
PLAN681,$108.00,
PLAN685,$108.00,
PLAN689,$108.00,
PLAN691,$108.00,
PLAN693,$108.00,
URPN201,$108.00,
URPN210,$108.00,
URPN220,$108.00,
URPN291,$108.00,
URPN301,$108.00,
URPN302,$108.00,
URPN310,$108.00,
URPN320,$108.00,
URPN325,$108.00,
URPN326,$108.00,
URPN330,$108.00,
URPN331,$108.00,
URPN340,$108.00,
URPN360,$108.00,
URPN369,$108.00,
URPN370,$108.00,
URPN371,$108.00,
URPN401,$108.00,
URPN440,$108.00,
URPN441,$108.00,
URPN450,$108.00,
URPN451,$108.00,
URPN460,$108.00,
URPN461,$108.00,
URPN469,$108.00,
URPN470,$108.00,
URPN471,$108.00,
URPN481,$108.00,
URPN483,$108.00,
URPN485,$108.00,
URPN489,$108.00,
URPN491,$108.00,
URPN493,$108.00,
URSC201,$101.00,
URSC210,$101.00,
URSC220,$101.00,
URSC291,$101.00,
URSC301,$101.00,
URSC302,$101.00,
URSC310,$101.00,
URSC320,$101.00,
URSC325,$101.00,
URSC326,$101.00,
URSC330,$101.00,
URSC331,$101.00,
URSC336,$101.00,
URSC340,$101.00,
URSC360,$101.00,
URSC369,$101.00,
URSC370,$101.00,
URSC371,$101.00,
URSC401,$101.00,
URSC440,$101.00,
URSC441,$101.00,
URSC450,$101.00,
URSC451,$101.00,
URSC454,$101.00,
URSC458,$101.00,
URSC460,$101.00,
URSC461,$101.00,
URSC469,$101.00,
URSC470,$101.00,
URSC471,$101.00,
URSC481,$101.00,
URSC483,$101.00,
URSC485,$101.00,
URSC489,$101.00,
URSC491,$101.00,
URSC493,$101.00,
URSC631,$108.00,
URSC632,$108.00,
URSC641,$108.00,
URSC642,$108.00,
URSC681,$108.00,
URSC682,$108.00,
URSC685,$108.00,
URSC689,$108.00,
URSC691,$108.00,
ARTS103,$124.00,
ARTS104,$124.00,
ARTS111,$10.00,
ARTS111,$124.00,
ARTS112,$10.00,
ARTS112,$124.00,
ARTS115,$124.00,
ARTS149,$124.00,
ARTS150,$124.00,
ARTS203,$124.00,
ARTS212,$124.00,
ARTS303,$124.00,
ARTS304,$124.00,
ARTS305,$10.00,
ARTS305,$124.00,
ARTS308,$10.00,
ARTS308,$124.00,
ARTS310,$124.00,
ARTS311,$124.00,
ARTS312,$124.00,
ARTS325,$124.00,
ARTS329,$124.00,
ARTS330,$124.00,
ARTS335,$124.00,
ARTS349,$124.00,
ARTS350,$124.00,
ARTS353,$124.00,
ARTS403,$124.00,
ARTS445,$124.00,
ARTS485,$124.00,
ARTS489,$124.00,
VIST105,$124.00,
VIST106,$124.00,
VIST170,$124.00,
VIST201,$124.00,
VIST205,$124.00,
VIST206,$124.00,
VIST270,$124.00,
VIST271,$124.00,
VIST275,$124.00,
VIST284,$124.00,
VIST289,$124.00,
VIST305,$124.00,
VIST370,$124.00,
VIST372,$124.00,
VIST374,$124.00,
VIST375,$124.00,
VIST405,$124.00,
VIST406,$124.00,
VIST441,$124.00,
VIST442,$124.00,
VIST465,$124.00,
VIST470,$124.00,
VIST474,$124.00,
VIST485,$124.00,
VIST486,$124.00,
VIST487,$124.00,
VIST489,$124.00,
VIST491,$124.00,
VIZA611,$168.00,
VIZA612,$168.00,
VIZA613,$10.00,
VIZA613,$168.00,
VIZA614,$10.00,
VIZA614,$168.00,
VIZA615,$10.00,
VIZA615,$168.00,
VIZA616,$10.00,
VIZA616,$168.00,
VIZA617,$10.00,
VIZA617,$168.00,
VIZA618,$168.00,
VIZA622,$168.00,
VIZA623,$168.00,
VIZA625,$168.00,
VIZA626,$168.00,
VIZA627,$168.00,
VIZA629,$168.00,
VIZA630,$168.00,
VIZA631,$168.00,
VIZA641,$168.00,
VIZA643,$10.00,
VIZA643,$168.00,
VIZA644,$168.00,
VIZA647,$10.00,
VIZA647,$168.00,
VIZA652,$168.00,
VIZA653,$168.00,
VIZA654,$10.00,
VIZA654,$168.00,
VIZA656,$10.00,
VIZA656,$168.00,
VIZA657,$168.00,
VIZA658,$10.00,
VIZA658,$168.00,
VIZA659,$10.00,
VIZA659,$168.00,
VIZA662,$168.00,
VIZA665,$168.00,
VIZA670,$168.00,
VIZA672,$168.00,
VIZA673,$168.00,
VIZA675,$168.00,
VIZA679,$168.00,
VIZA680,$168.00,
VIZA685,$168.00,
VIZA689,$168.00,
VIZA691,$168.00,
ACCT209,$17.25,
ACCT209,$12.60,
ACCT210,$17.25,
ACCT210,$12.60,
ACCT229,$17.25,
ACCT229,$12.60,
ACCT230,$17.25,
ACCT230,$12.60,
ACCT314,$17.25,
ACCT315,$17.25,
ACCT316,$17.25,
ACCT320,$17.25,
ACCT321,$11.50,
ACCT327,$17.25,
ACCT328,$17.25,
ACCT329,$17.25,
ACCT329,$40.00,
ACCT329,$40.00,
ACCT345,$17.25,
ACCT401,$17.25,
ACCT405,$17.25,
ACCT407,$17.25,
ACCT408,$17.25,
ACCT410,$17.25,
ACCT425,$17.25,
ACCT427,$17.25,
ACCT445,$17.25,
ACCT447,$17.25,
ACCT450,$17.25,
ACCT484,$5.75,
ACCT485,$17.25,
ACCT489,$17.25,
ACCT489,$3500.00,
ACCT607,$17.25,
ACCT610,$17.25,
ACCT611,$17.25,
ACCT612,$17.25,
ACCT613,$17.25,
ACCT615,$17.25,
ACCT620,$17.25,
ACCT621,$17.25,
ACCT628,$17.25,
ACCT629,$17.25,
ACCT631,$17.25,
ACCT635,$17.25,
ACCT640,$17.25,
ACCT641,$17.25,
ACCT642,$17.25,
ACCT644,$17.25,
ACCT646,$17.25,
ACCT647,$17.25,
ACCT648,$17.25,
ACCT650,$17.25,
ACCT651,$17.25,
ACCT660,$17.25,
ACCT661,$17.25,
ACCT665,$17.25,
ACCT671,$17.25,
ACCT672,$17.25,
ACCT679,$17.25,
ACCT680,$17.25,
ACCT684,$5.75,
ACCT685,$17.25,
ACCT688,$17.25,
ACCT689,$17.25,
ACCT690,$17.25,
ACCT691,$5.75,
BUAD620,$17.25,
BUAD681,$5.75,
BUAD684,$5.75,
BUAD685,$17.25,
BUAD689,$17.25,
BUAD693,$27.55,
BUSN100,$5.75,
BUSN101,$11.50,
BUSN125,$17.25,
BUSN126,$17.25,
BUSN201,$5.75,
BUSN285,$5.75,
BUSN289,$5.75,
BUSN289,$1900.00,
BUSN291,$5.75,
BUSN300,$5.75,
BUSN392,$11.50,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN392,$75.00,
BUSN401,$17.25,
BUSN402,$17.25,
BUSN467,$5.75,
BUSN485,$5.75,
BUSN489,$17.25,
BUSN491,$5.75,
IBUS301,$5.75,
IBUS401,$17.25,
IBUS402,$17.25,
IBUS445,$17.25,
IBUS446,$17.25,
IBUS450,$17.25,
IBUS452,$17.25,
IBUS455,$17.25,
IBUS456,$17.25,
IBUS457,$17.25,
IBUS458,$17.25,
IBUS459,$17.25,
IBUS484,$5.75,
IBUS485,$17.25,
IBUS489,$17.25,
IBUS635,$17.25,
IBUS645,$17.25,
IBUS646,$17.25,
IBUS667,$17.25,
IBUS677,$17.25,
IBUS678,$17.25,
IBUS679,$17.25,
IBUS685,$17.25,
IBUS689,$17.25,
IBUS693,$17.25,
FINC201,$17.25,
FINC267,$5.75,
FINC267,$27.30,
FINC341,$17.25,
FINC341,$15.75,
FINC371,$17.25,
FINC409,$17.25,
FINC409,$15.75,
FINC421,$17.25,
FINC421,$101.00,
FINC422,$17.25,
FINC422,$101.00,
FINC423,$17.25,
FINC424,$17.25,
FINC424,$101.00,
FINC425,$17.25,
FINC426,$17.25,
FINC427,$17.25,
FINC434,$17.25,
FINC435,$17.25,
FINC445,$17.25,
FINC447,$17.25,
FINC460,$17.25,
FINC462,$17.25,
FINC466,$17.25,
FINC467,$17.25,
FINC472,$17.25,
FINC473,$17.25,
FINC475,$17.25,
FINC478,$17.25,
FINC484,$5.75,
FINC485,$17.25,
FINC489,$17.25,
FINC612,$17.25,
FINC613,$17.25,
FINC629,$17.25,
FINC630,$17.25,
FINC632,$17.25,
FINC632,$101.00,
FINC635,$17.25,
FINC635,$15.75,
FINC635,$454.00,
FINC635,$454.00,
FINC642,$17.25,
FINC643,$17.25,
FINC644,$17.25,
FINC645,$17.25,
FINC647,$17.25,
FINC661,$17.25,
FINC661,$101.00,
FINC663,$17.25,
FINC664,$17.25,
FINC665,$17.25,
FINC666,$17.25,
FINC667,$17.25,
FINC668,$17.25,
FINC668,$101.00,
FINC669,$17.25,
FINC670,$17.25,
FINC672,$17.25,
FINC673,$17.25,
FINC674,$17.25,
FINC675,$17.25,
FINC676,$17.25,
FINC677,$17.25,
FINC684,$5.75,
FINC685,$17.25,
FINC688,$17.25,
FINC689,$17.25,
FINC690,$17.25,
FINC691,$5.75,
INFO209,$17.25,
INFO210,$17.25,
INFO250,$17.25,
INFO303,$17.25,
INFO304,$17.25,
INFO305,$17.25,
INFO306,$17.25,
INFO309,$17.25,
INFO322,$17.25,
INFO328,$17.25,
INFO330,$17.25,
INFO335,$17.25,
INFO336,$17.25,
INFO340,$17.25,
INFO345,$17.25,
INFO361,$17.25,
INFO362,$17.25,
INFO364,$17.25,
INFO374,$17.25,
INFO420,$17.25,
INFO422,$17.25,
INFO432,$17.25,
INFO437,$17.25,
INFO439,$17.25,
INFO446,$17.25,
INFO458,$17.25,
INFO464,$17.25,
INFO465,$17.25,
INFO468,$17.25,
INFO477,$17.25,
INFO484,$5.75,
INFO485,$17.25,
INFO489,$17.25,
INFO601,$17.25,
INFO610,$17.25,
INFO612,$17.25,
INFO614,$17.25,
INFO616,$17.25,
INFO618,$17.25,
INFO621,$17.25,
INFO622,$17.25,
INFO623,$17.25,
INFO628,$17.25,
INFO629,$17.25,
INFO631,$17.25,
INFO632,$17.25,
INFO633,$17.25,
INFO634,$17.25,
INFO635,$17.25,
INFO636,$17.25,
INFO637,$17.25,
INFO638,$17.25,
INFO639,$17.25,
INFO640,$17.25,
INFO641,$17.25,
INFO642,$17.25,
INFO643,$17.25,
INFO644,$17.25,
INFO645,$17.25,
INFO646,$17.25,
INFO650,$17.25,
INFO655,$17.25,
INFO657,$17.25,
INFO658,$17.25,
INFO660,$17.25,
INFO665,$17.25,
INFO667,$17.25,
INFO669,$17.25,
INFO674,$17.25,
INFO675,$17.25,
INFO684,$5.75,
INFO685,$17.25,
INFO686,$17.25,
INFO688,$17.25,
INFO689,$17.25,
INFO690,$17.25,
INFO691,$5.75,
MGMT105,$17.25,
MGMT209,$17.25,
MGMT211,$17.25,
MGMT212,$17.25,
MGMT309,$17.25,
MGMT363,$17.25,
MGMT372,$17.25,
MGMT373,$17.25,
MGMT424,$17.25,
MGMT425,$17.25,
MGMT427,$17.25,
MGMT429,$17.25,
MGMT430,$17.25,
MGMT435,$17.25,
MGMT439,$17.25,
MGMT440,$17.25,
MGMT450,$17.25,
MGMT452,$17.25,
MGMT457,$17.25,
MGMT459,$17.25,
MGMT460,$17.25,
MGMT461,$17.25,
MGMT464,$17.25,
MGMT466,$17.25,
MGMT470,$17.25,
MGMT475,$17.25,
MGMT481,$5.75,
MGMT484,$5.75,
MGMT485,$17.25,
MGMT489,$17.25,
MGMT602,$17.25,
MGMT610,$17.25,
MGMT611,$17.25,
MGMT612,$17.25,
MGMT614,$17.25,
MGMT618,$17.25,
MGMT620,$17.25,
MGMT620,$40.00,
MGMT620,$40.00,
MGMT621,$17.25,
MGMT622,$17.25,
MGMT622,$40.00,
MGMT622,$40.00,
MGMT623,$17.25,
MGMT623,$40.00,
MGMT623,$40.00,
MGMT624,$17.25,
MGMT625,$17.25,
MGMT626,$17.25,
MGMT628,$17.25,
MGMT628,$40.00,
MGMT628,$40.00,
MGMT630,$17.25,
MGMT632,$17.25,
MGMT633,$17.25,
MGMT634,$17.25,
MGMT635,$17.25,
MGMT636,$17.25,
MGMT637,$17.25,
MGMT638,$17.25,
MGMT639,$17.25,
MGMT640,$17.25,
MGMT641,$17.25,
MGMT642,$17.25,
MGMT643,$17.25,
MGMT645,$17.25,
MGMT647,$17.25,
MGMT650,$17.25,
MGMT655,$17.25,
MGMT658,$17.25,
MGMT659,$17.25,
MGMT660,$17.25,
MGMT663,$17.25,
MGMT667,$17.25,
MGMT673,$17.25,
MGMT675,$17.25,
MGMT676,$17.25,
MGMT677,$17.25,
MGMT678,$17.25,
MGMT679,$17.25,
MGMT680,$17.25,
MGMT681,$17.25,
MGMT684,$5.75,
MGMT684,$40.00,
MGMT684,$40.00,
MGMT685,$17.25,
MGMT686,$17.25,
MGMT687,$17.25,
MGMT689,$17.25,
MGMT690,$17.25,
MGMT691,$5.75,
MKTG321,$17.25,
MKTG322,$17.25,
MKTG323,$17.25,
MKTG325,$17.25,
MKTG326,$17.25,
MKTG327,$17.25,
MKTG330,$17.25,
MKTG335,$17.25,
